userID,artistID,value
12,493,1
12,494,1
12,497,1
12,498,1
12,499,1
12,500,1
12,501,1
12,503,1
12,506,1
12,507,1
12,511,1
12,512,1
12,514,1
12,517,1
12,519,1
12,520,1
12,522,1
12,523,1
12,536,1
12,537,1
12,538,1
12,544,1
12,547,1
12,691,1
12,701,1
12,704,1
12,726,1
12,808,1
12,815,1
12,855,1
12,930,1
12,951,1
12,955,1
12,967,1
12,972,1
12,978,1
12,991,1
12,1042,1
12,1044,1
12,1055,1
12,1098,1
12,1118,1
12,1132,1
12,1151,1
12,1179,1
12,1181,1
12,1182,1
12,1185,1
12,1197,1
12,1200,1
12,1274,1
12,1377,1
12,1406,1
12,1444,1
12,1455,1
12,1510,1
12,1609,1
12,1673,1
12,1714,1
12,1797,1
12,1852,1
12,1854,1
12,1863,1
12,1979,1
12,2014,1
12,2018,1
12,2121,1
12,2150,1
12,2370,1
12,2380,1
12,2436,1
12,2439,1
12,2449,1
12,2500,1
12,2745,1
12,2839,1
12,2850,1
12,2923,1
12,2940,1
12,2941,1
12,2956,1
12,3238,1
12,3240,1
12,3317,1
12,3404,1
12,3468,1
12,3667,1
12,3859,1
12,3928,1
12,4036,1
12,4074,1
12,4135,1
12,4255,1
12,4562,1
12,4572,1
12,5079,1
12,5217,1
12,5746,1
12,6006,1
12,6621,1
12,6762,1
12,6772,1
12,7639,1
12,8047,1
12,12918,1
13,55,1
13,67,1
13,89,1
13,293,1
13,298,1
13,333,1
13,1580,1
13,3397,1
14,98,1
14,193,1
14,429,1
14,441,1
14,612,1
14,852,1
14,857,1
14,877,1
14,1001,1
14,1013,1
14,1019,1
14,1027,1
14,1083,1
14,1206,1
14,1360,1
14,1878,1
14,1879,1
14,1883,1
14,1885,1
14,1889,1
14,1892,1
14,1895,1
14,1896,1
14,2029,1
14,2490,1
14,2552,1
14,2629,1
14,2637,1
14,2936,1
14,2938,1
14,3458,1
14,3954,1
14,4129,1
14,4494,1
14,5260,1
14,5434,1
14,6073,1
14,6784,1
14,7239,1
14,7329,1
14,7837,1
14,7927,1
14,14378,1
14,17211,1
16,58,1
16,97,1
16,313,1
16,644,1
16,891,1
16,1379,1
16,1458,1
16,2548,1
16,2607,1
16,3367,1
16,5553,1
18,389,1
18,722,1
20,1990,1
20,3504,1
21,55,1
21,289,1
21,293,1
21,299,1
21,462,1
21,523,1
21,786,1
21,787,1
21,788,1
21,789,1
21,792,1
21,794,1
21,798,1
21,800,1
23,152,1
23,159,1
23,599,1
23,631,1
23,751,1
23,852,1
23,855,1
23,856,1
23,860,1
23,861,1
23,862,1
23,863,1
23,875,1
23,880,1
23,1013,1
23,1062,1
23,1089,1
23,2542,1
24,786,1
24,896,1
24,901,1
25,155,1
25,157,1
25,192,1
25,292,1
25,294,1
25,295,1
25,325,1
25,329,1
25,349,1
25,350,1
25,352,1
25,455,1
25,476,1
25,531,1
25,800,1
25,906,1
25,5000,1
26,511,1
26,917,1
26,922,1
26,923,1
26,930,1
26,932,1
27,190,1
27,389,1
27,423,1
27,614,1
27,769,1
27,951,1
27,964,1
27,1098,1
27,1246,1
27,2574,1
27,7187,1
28,1002,1
28,2531,1
28,2624,1
28,3413,1
28,7152,1
28,8790,1
29,333,1
29,466,1
29,679,1
29,687,1
29,704,1
30,907,1
30,1055,1
30,2526,1
31,30,1
31,55,1
31,56,1
31,59,1
31,72,1
31,289,1
31,757,1
31,875,1
31,880,1
31,972,1
31,1001,1
31,1028,1
31,1034,1
31,1061,1
31,1063,1
31,1064,1
31,1066,1
31,1068,1
31,1076,1
31,1080,1
31,1084,1
31,3441,1
32,441,1
32,1103,1
33,183,1
33,188,1
33,233,1
33,418,1
33,964,1
33,1109,1
33,1112,1
33,1116,1
33,1117,1
33,1119,1
33,1121,1
33,1123,1
33,1130,1
33,1131,1
33,3481,1
33,4123,1
34,1154,1
35,407,1
35,610,1
35,613,1
35,625,1
35,689,1
35,1123,1
35,1835,1
35,1954,1
35,8837,1
35,11477,1
36,497,1
36,500,1
36,779,1
36,1180,1
36,1181,1
37,7,1
37,65,1
37,154,1
37,190,1
37,217,1
37,233,1
37,234,1
37,267,1
37,271,1
37,374,1
37,475,1
37,617,1
37,619,1
37,622,1
37,1390,1
37,1504,1
37,1636,1
37,2251,1
37,2493,1
37,2542,1
37,2915,1
37,2931,1
37,3293,1
37,6387,1
38,65,1
38,182,1
38,229,1
38,982,1
39,9,1
39,10,1
39,154,1
39,159,1
39,234,1
39,450,1
39,1066,1
39,1083,1
39,1250,1
39,1300,1
39,1704,1
39,3184,1
39,4317,1
39,4318,1
39,5073,1
39,5358,1
39,5670,1
40,7,1
40,9,1
40,10,1
40,13,1
40,30,1
40,56,1
40,64,1
40,72,1
40,81,1
40,89,1
40,153,1
40,159,1
40,173,1
40,174,1
40,175,1
40,233,1
40,238,1
40,288,1
40,328,1
40,329,1
40,377,1
40,515,1
40,529,1
40,535,1
40,722,1
40,794,1
40,875,1
40,880,1
40,968,1
40,980,1
40,1009,1
40,1016,1
40,1021,1
40,1024,1
40,1044,1
40,1062,1
40,1066,1
40,1075,1
40,1098,1
40,1155,1
40,1253,1
40,1292,1
40,1296,1
40,1298,1
40,1299,1
40,1300,1
40,1301,1
40,1306,1
40,1332,1
40,1398,1
40,1399,1
40,1405,1
40,1408,1
40,1534,1
40,1983,1
40,2432,1
40,3186,1
40,3191,1
40,3288,1
40,3289,1
40,3300,1
40,3431,1
40,3769,1
40,3863,1
40,3988,1
40,4036,1
40,4308,1
40,4317,1
40,4318,1
40,4382,1
40,4871,1
40,4876,1
40,5072,1
40,5149,1
40,5670,1
40,6374,1
40,7512,1
40,8582,1
40,8789,1
40,9242,1
40,11193,1
40,13339,1
41,821,1
41,959,1
41,1261,1
41,1524,1
41,1531,1
42,472,1
42,1389,1
43,64,1
43,65,1
43,70,1
43,72,1
43,84,1
43,86,1
43,88,1
43,154,1
43,159,1
43,163,1
43,167,1
43,170,1
43,172,1
43,173,1
43,176,1
43,184,1
43,187,1
43,192,1
43,193,1
43,198,1
43,199,1
43,203,1
43,207,1
43,210,1
43,212,1
43,225,1
43,227,1
43,229,1
43,241,1
43,250,1
43,276,1
43,279,1
43,287,1
43,291,1
43,298,1
43,306,1
43,316,1
43,333,1
43,340,1
43,344,1
43,377,1
43,378,1
43,386,1
43,405,1
43,419,1
43,420,1
43,424,1
43,425,1
43,428,1
43,437,1
43,440,1
43,447,1
43,472,1
43,475,1
43,476,1
43,487,1
43,490,1
43,499,1
43,500,1
43,504,1
43,511,1
43,525,1
43,530,1
43,535,1
43,537,1
43,542,1
43,548,1
43,554,1
43,585,1
43,592,1
43,604,1
43,615,1
43,616,1
43,618,1
43,619,1
43,630,1
43,680,1
43,703,1
43,704,1
43,716,1
43,717,1
43,718,1
43,724,1
43,726,1
43,747,1
43,756,1
43,757,1
43,777,1
43,789,1
43,823,1
43,841,1
43,854,1
43,855,1
43,859,1
43,863,1
43,868,1
43,898,1
43,901,1
43,903,1
43,917,1
43,936,1
43,962,1
43,963,1
43,964,1
43,966,1
43,977,1
43,982,1
43,986,1
43,993,1
43,1001,1
43,1016,1
43,1019,1
43,1021,1
43,1026,1
43,1075,1
43,1090,1
43,1097,1
43,1104,1
43,1106,1
43,1109,1
43,1116,1
43,1118,1
43,1121,1
43,1122,1
43,1123,1
43,1160,1
43,1222,1
43,1226,1
43,1242,1
43,1369,1
43,1376,1
43,1379,1
43,1383,1
43,1390,1
43,1396,1
43,1404,1
43,1405,1
43,1408,1
43,1409,1
43,1410,1
43,1413,1
43,1414,1
43,1444,1
43,1464,1
43,1491,1
43,1505,1
43,1512,1
43,1609,1
43,1633,1
43,1700,1
43,1709,1
43,1714,1
43,1745,1
43,1797,1
43,1814,1
43,1824,1
43,1858,1
43,1873,1
43,1874,1
43,1895,1
43,1941,1
43,1943,1
43,1954,1
43,1965,1
43,1969,1
43,1976,1
43,1979,1
43,1990,1
43,2030,1
43,2067,1
43,2083,1
43,2130,1
43,2136,1
43,2146,1
43,2247,1
43,2380,1
43,2498,1
43,2523,1
43,2533,1
43,2595,1
43,2598,1
43,2608,1
43,2638,1
43,2667,1
43,2668,1
43,2669,1
43,2671,1
43,2672,1
43,2676,1
43,2681,1
43,2688,1
43,2691,1
43,2698,1
43,2716,1
43,2783,1
43,2821,1
43,2839,1
43,3026,1
43,3132,1
43,3164,1
43,3201,1
43,3238,1
43,3258,1
43,3259,1
43,3293,1
43,3317,1
43,3400,1
43,3411,1
43,3413,1
43,3427,1
43,3441,1
43,3460,1
43,3470,1
43,3502,1
43,3520,1
43,3558,1
43,3616,1
43,3691,1
43,3706,1
43,3707,1
43,3719,1
43,3767,1
43,3795,1
43,3902,1
43,3948,1
43,4025,1
43,4031,1
43,4069,1
43,4118,1
43,4123,1
43,4124,1
43,4135,1
43,4155,1
43,4177,1
43,4180,1
43,4251,1
43,4308,1
43,4316,1
43,4495,1
43,4616,1
43,4732,1
43,4735,1
43,4853,1
43,4865,1
43,4880,1
43,5123,1
43,5200,1
43,5257,1
43,5549,1
43,5799,1
43,5925,1
43,6048,1
43,6151,1
43,6189,1
43,6249,1
43,6298,1
43,6374,1
43,6429,1
43,6581,1
43,6582,1
43,6618,1
43,6621,1
43,6726,1
43,6762,1
43,6903,1
43,6915,1
43,7056,1
43,7140,1
43,7324,1
43,7479,1
43,7660,1
43,8054,1
43,8111,1
43,8830,1
43,8853,1
43,9433,1
43,9862,1
43,9974,1
43,10524,1
43,11128,1
43,11193,1
43,11638,1
43,12026,1
43,15584,1
43,15880,1
43,16373,1
43,18391,1
45,288,1
45,802,1
45,1428,1
46,288,1
46,292,1
46,295,1
46,352,1
46,464,1
46,701,1
46,1037,1
47,65,1
47,67,1
47,89,1
47,161,1
47,180,1
47,182,1
47,190,1
47,191,1
47,192,1
47,198,1
47,209,1
47,229,1
47,230,1
47,251,1
47,256,1
47,257,1
47,289,1
47,292,1
47,293,1
47,295,1
47,298,1
47,299,1
47,300,1
47,301,1
47,305,1
47,306,1
47,308,1
47,310,1
47,313,1
47,314,1
47,318,1
47,320,1
47,321,1
47,324,1
47,325,1
47,326,1
47,330,1
47,333,1
47,352,1
47,355,1
47,356,1
47,364,1
47,377,1
47,386,1
47,403,1
47,412,1
47,429,1
47,455,1
47,456,1
47,459,1
47,461,1
47,463,1
47,464,1
47,465,1
47,466,1
47,468,1
47,475,1
47,498,1
47,501,1
47,504,1
47,523,1
47,525,1
47,526,1
47,540,1
47,542,1
47,545,1
47,546,1
47,680,1
47,681,1
47,686,1
47,691,1
47,701,1
47,715,1
47,790,1
47,794,1
47,802,1
47,889,1
47,890,1
47,892,1
47,896,1
47,903,1
47,907,1
47,908,1
47,951,1
47,966,1
47,972,1
47,1009,1
47,1043,1
47,1054,1
47,1079,1
47,1090,1
47,1098,1
47,1122,1
47,1155,1
47,1246,1
47,1444,1
47,1449,1
47,1450,1
47,1453,1
47,1458,1
47,1459,1
47,1460,1
47,1463,1
47,1464,1
47,1475,1
47,1580,1
47,1613,1
47,1632,1
47,1673,1
47,1683,1
47,1694,1
47,1768,1
47,1866,1
47,1873,1
47,1934,1
47,2020,1
47,2025,1
47,2083,1
47,2130,1
47,2439,1
47,2552,1
47,2783,1
47,3171,1
47,3281,1
47,3373,1
47,3557,1
47,3859,1
47,4180,1
47,4561,1
47,4562,1
47,4707,1
47,4915,1
47,5988,1
47,6140,1
47,6708,1
47,7318,1
47,8364,1
48,67,1
48,180,1
48,227,1
48,265,1
48,283,1
48,1464,1
48,1465,1
49,40,1
49,56,1
49,72,1
49,157,1
49,159,1
49,166,1
49,182,1
49,187,1
49,206,1
49,209,1
49,253,1
49,288,1
49,289,1
49,298,1
49,301,1
49,310,1
49,312,1
49,320,1
49,322,1
49,331,1
49,378,1
49,466,1
49,535,1
49,543,1
49,691,1
49,701,1
49,704,1
49,757,1
49,907,1
49,913,1
49,959,1
49,972,1
49,1001,1
49,1079,1
49,1090,1
49,1106,1
49,1123,1
49,1160,1
49,1163,1
49,1243,1
49,1400,1
49,1427,1
49,1432,1
49,1464,1
49,1486,1
49,1489,1
49,1491,1
49,2083,1
49,2533,1
49,2565,1
49,2598,1
49,2609,1
49,3426,1
49,3461,1
49,3464,1
49,3667,1
49,3769,1
49,3781,1
49,3947,1
49,3966,1
49,4387,1
49,4493,1
49,6376,1
49,6505,1
49,6708,1
49,6726,1
49,7837,1
49,8184,1
49,8582,1
49,8649,1
49,8790,1
49,9234,1
49,11139,1
49,18606,1
50,56,1
50,65,1
50,229,1
50,533,1
50,1090,1
51,163,1
51,503,1
51,517,1
51,707,1
51,918,1
51,1104,1
51,1360,1
51,1412,1
52,1541,1
53,89,1
53,300,1
54,289,1
55,614,1
55,854,1
55,1633,1
57,250,1
57,470,1
57,704,1
57,779,1
58,89,1
58,157,1
58,163,1
58,227,1
58,257,1
58,289,1
58,290,1
58,291,1
58,292,1
58,295,1
58,297,1
58,300,1
58,304,1
58,306,1
58,318,1
58,321,1
58,325,1
58,331,1
58,333,1
58,340,1
58,344,1
58,360,1
58,466,1
58,511,1
58,523,1
58,554,1
58,562,1
58,599,1
58,681,1
58,733,1
58,735,1
58,768,1
58,793,1
58,835,1
58,889,1
58,951,1
58,959,1
58,1037,1
58,1220,1
58,1225,1
58,1242,1
58,1244,1
58,1412,1
58,1414,1
58,1453,1
58,1459,1
58,1683,1
58,1684,1
58,1686,1
58,1687,1
58,1694,1
58,2458,1
58,2977,1
58,3019,1
58,3078,1
58,3302,1
58,6722,1
58,7140,1
59,7,1
59,67,1
59,72,1
59,81,1
59,190,1
59,233,1
59,238,1
59,377,1
59,504,1
59,517,1
59,520,1
59,726,1
59,841,1
59,930,1
59,1072,1
59,1098,1
59,1104,1
59,1118,1
59,1274,1
59,1358,1
59,1372,1
59,1700,1
59,1701,1
59,1703,1
59,1704,1
59,1710,1
59,2742,1
59,3411,1
59,4126,1
59,5073,1
59,5074,1
59,5215,1
59,5806,1
60,154,1
60,159,1
60,173,1
60,238,1
60,1423,1
60,1729,1
60,1732,1
60,2605,1
61,58,1
61,71,1
61,163,1
61,176,1
61,227,1
61,316,1
61,360,1
61,389,1
61,418,1
61,421,1
61,615,1
61,706,1
61,726,1
61,727,1
61,863,1
61,952,1
61,1098,1
61,1109,1
61,1114,1
61,1146,1
61,1263,1
61,1343,1
61,1412,1
61,1415,1
61,1416,1
61,1755,1
61,1771,1
61,2075,1
61,2277,1
61,2565,1
61,3205,1
61,3426,1
61,3458,1
61,3747,1
61,5925,1
61,6756,1
61,7248,1
61,8264,1
61,8504,1
61,10413,1
61,11416,1
62,51,1
62,53,1
62,64,1
62,65,1
62,71,1
62,72,1
62,81,1
62,154,1
62,163,1
62,172,1
62,182,1
62,187,1
62,189,1
62,190,1
62,191,1
62,198,1
62,229,1
62,238,1
62,268,1
62,378,1
62,715,1
62,728,1
62,959,1
62,1072,1
62,1117,1
62,1123,1
62,1384,1
62,1385,1
62,1787,1
62,1799,1
62,1801,1
62,2265,1
62,2469,1
62,2552,1
62,3302,1
62,5074,1
62,6714,1
62,7821,1
63,9,1
63,51,1
63,72,1
63,77,1
63,85,1
63,100,1
63,154,1
63,159,1
63,163,1
63,166,1
63,172,1
63,173,1
63,176,1
63,190,1
63,198,1
63,203,1
63,204,1
63,206,1
63,215,1
63,220,1
63,227,1
63,234,1
63,245,1
63,253,1
63,278,1
63,377,1
63,403,1
63,424,1
63,441,1
63,475,1
63,489,1
63,490,1
63,500,1
63,503,1
63,511,1
63,534,1
63,546,1
63,554,1
63,562,1
63,565,1
63,572,1
63,592,1
63,599,1
63,601,1
63,614,1
63,630,1
63,704,1
63,706,1
63,709,1
63,712,1
63,716,1
63,724,1
63,730,1
63,733,1
63,812,1
63,820,1
63,830,1
63,841,1
63,843,1
63,846,1
63,852,1
63,854,1
63,856,1
63,860,1
63,862,1
63,868,1
63,910,1
63,918,1
63,920,1
63,923,1
63,928,1
63,937,1
63,945,1
63,947,1
63,949,1
63,951,1
63,952,1
63,956,1
63,957,1
63,959,1
63,962,1
63,969,1
63,989,1
63,990,1
63,993,1
63,997,1
63,1013,1
63,1019,1
63,1061,1
63,1073,1
63,1076,1
63,1090,1
63,1097,1
63,1098,1
63,1109,1
63,1110,1
63,1119,1
63,1121,1
63,1122,1
63,1130,1
63,1132,1
63,1202,1
63,1206,1
63,1248,1
63,1249,1
63,1254,1
63,1261,1
63,1264,1
63,1274,1
63,1342,1
63,1343,1
63,1344,1
63,1351,1
63,1358,1
63,1360,1
63,1369,1
63,1375,1
63,1379,1
63,1400,1
63,1415,1
63,1426,1
63,1469,1
63,1513,1
63,1527,1
63,1609,1
63,1660,1
63,1672,1
63,1703,1
63,1705,1
63,1803,1
63,1804,1
63,1807,1
63,1809,1
63,1810,1
63,1811,1
63,1813,1
63,1814,1
63,1873,1
63,1878,1
63,1883,1
63,1885,1
63,1891,1
63,1895,1
63,1974,1
63,2013,1
63,2027,1
63,2121,1
63,2183,1
63,2341,1
63,2343,1
63,2346,1
63,2347,1
63,2351,1
63,2360,1
63,2446,1
63,2463,1
63,2473,1
63,2493,1
63,2559,1
63,2609,1
63,2742,1
63,2780,1
63,2783,1
63,2784,1
63,2787,1
63,2788,1
63,2789,1
63,2790,1
63,2792,1
63,2838,1
63,2853,1
63,2855,1
63,2859,1
63,2894,1
63,2899,1
63,2901,1
63,2902,1
63,2936,1
63,2973,1
63,3011,1
63,3264,1
63,3299,1
63,3444,1
63,3458,1
63,3469,1
63,3470,1
63,3473,1
63,3476,1
63,3481,1
63,3739,1
63,3921,1
63,4092,1
63,4115,1
63,4124,1
63,4125,1
63,4129,1
63,4130,1
63,4165,1
63,4180,1
63,4251,1
63,4271,1
63,4272,1
63,4460,1
63,4493,1
63,4541,1
63,4807,1
63,5660,1
63,5844,1
63,6064,1
63,6065,1
63,6140,1
63,6541,1
63,6732,1
63,7054,1
63,7116,1
63,7117,1
63,7157,1
63,7239,1
63,7927,1
63,9347,1
63,9699,1
63,11933,1
63,15584,1
63,17211,1
64,1156,1
64,1844,1
64,4609,1
65,371,1
65,1859,1
65,3928,1
65,4747,1
66,40,1
66,51,1
66,59,1
66,61,1
66,68,1
66,72,1
66,79,1
66,85,1
66,91,1
66,98,1
66,99,1
66,100,1
66,157,1
66,229,1
66,601,1
66,612,1
66,874,1
66,877,1
66,993,1
66,994,1
66,998,1
66,999,1
66,1000,1
66,1001,1
66,1008,1
66,1013,1
66,1014,1
66,1015,1
66,1017,1
66,1019,1
66,1027,1
66,1028,1
66,1799,1
66,1836,1
66,1878,1
66,1879,1
66,1881,1
66,1882,1
66,1883,1
66,1884,1
66,1886,1
66,1889,1
66,1890,1
66,1891,1
66,1892,1
66,1893,1
66,1896,1
66,1897,1
66,1900,1
66,2043,1
66,2535,1
66,2554,1
66,2562,1
66,2936,1
66,3281,1
66,3289,1
66,3768,1
66,3941,1
66,5260,1
66,6742,1
66,7076,1
66,7343,1
66,7344,1
66,7347,1
66,9321,1
66,12817,1
68,295,1
69,154,1
70,377,1
70,1873,1
70,1974,1
70,1975,1
71,944,1
72,476,1
72,686,1
73,19,1
73,30,1
73,51,1
73,59,1
73,65,1
73,67,1
73,68,1
73,76,1
73,82,1
73,98,1
73,155,1
73,157,1
73,166,1
73,187,1
73,189,1
73,191,1
73,193,1
73,221,1
73,222,1
73,229,1
73,511,1
73,533,1
73,592,1
73,599,1
73,620,1
73,715,1
73,724,1
73,851,1
73,863,1
73,877,1
73,928,1
73,986,1
73,995,1
73,998,1
73,1013,1
73,1014,1
73,1072,1
73,1073,1
73,1089,1
73,1090,1
73,1094,1
73,1103,1
73,1107,1
73,1413,1
73,1491,1
73,1502,1
73,1890,1
73,2030,1
73,2031,1
73,2039,1
73,2341,1
73,2469,1
73,2470,1
73,2531,1
73,2556,1
73,2572,1
73,3019,1
73,3281,1
73,3303,1
73,3502,1
73,3768,1
73,3886,1
73,4810,1
73,8215,1
73,10524,1
73,11234,1
74,2044,1
75,67,1
75,89,1
75,230,1
75,377,1
75,498,1
75,679,1
75,687,1
76,2086,1
77,207,1
77,229,1
78,444,1
78,603,1
78,616,1
78,748,1
78,1222,1
78,1226,1
78,1745,1
78,1752,1
78,1945,1
78,2146,1
78,2149,1
78,2667,1
78,2668,1
78,2669,1
78,2681,1
78,2691,1
78,5503,1
78,7695,1
78,10517,1
78,11128,1
79,228,1
79,292,1
79,304,1
79,330,1
79,544,1
79,1556,1
79,2183,1
83,163,1
84,25,1
84,163,1
84,198,1
84,220,1
84,517,1
84,570,1
84,614,1
84,706,1
84,707,1
84,716,1
84,732,1
84,735,1
84,841,1
84,843,1
84,917,1
84,923,1
84,952,1
84,959,1
84,966,1
84,989,1
84,1044,1
84,1104,1
84,1244,1
84,1248,1
84,1249,1
84,1274,1
84,1338,1
84,1351,1
84,1358,1
84,1360,1
84,1369,1
84,1412,1
84,1513,1
84,1672,1
84,1803,1
84,1814,1
84,2341,1
84,2342,1
84,2343,1
84,2346,1
84,2352,1
84,2789,1
85,234,1
85,2784,1
86,2214,1
87,67,1
87,294,1
87,300,1
87,327,1
87,330,1
87,456,1
87,458,1
87,465,1
87,466,1
87,468,1
87,476,1
87,545,1
87,701,1
87,787,1
87,907,1
87,1402,1
87,1444,1
87,1449,1
87,1936,1
87,1937,1
87,2023,1
87,3318,1
87,7340,1
88,1947,1
89,209,1
89,680,1
90,51,1
90,65,1
90,69,1
90,77,1
90,96,1
90,99,1
90,157,1
90,159,1
90,161,1
90,172,1
90,173,1
90,180,1
90,184,1
90,187,1
90,207,1
90,220,1
90,251,1
90,253,1
90,265,1
90,268,1
90,300,1
90,310,1
90,322,1
90,344,1
90,356,1
90,360,1
90,364,1
90,366,1
90,386,1
90,389,1
90,481,1
90,489,1
90,493,1
90,511,1
90,518,1
90,536,1
90,538,1
90,562,1
90,567,1
90,601,1
90,610,1
90,614,1
90,630,1
90,687,1
90,689,1
90,701,1
90,707,1
90,712,1
90,718,1
90,726,1
90,728,1
90,730,1
90,734,1
90,735,1
90,857,1
90,862,1
90,868,1
90,892,1
90,951,1
90,963,1
90,967,1
90,975,1
90,982,1
90,986,1
90,996,1
90,997,1
90,1000,1
90,1004,1
90,1046,1
90,1076,1
90,1079,1
90,1081,1
90,1119,1
90,1123,1
90,1160,1
90,1189,1
90,1239,1
90,1242,1
90,1244,1
90,1249,1
90,1375,1
90,1377,1
90,1384,1
90,1412,1
90,1418,1
90,1427,1
90,1447,1
90,1460,1
90,1469,1
90,1475,1
90,1489,1
90,1620,1
90,1743,1
90,1772,1
90,1795,1
90,1800,1
90,1824,1
90,1834,1
90,1878,1
90,1883,1
90,2023,1
90,2027,1
90,2031,1
90,2044,1
90,2047,1
90,2051,1
90,2059,1
90,2128,1
90,2183,1
90,2346,1
90,2347,1
90,2352,1
90,2419,1
90,2436,1
90,2442,1
90,2458,1
90,2459,1
90,2462,1
90,2467,1
90,2468,1
90,2469,1
90,2544,1
90,2552,1
90,2556,1
90,2565,1
90,2567,1
90,2570,1
90,2571,1
90,2638,1
90,2676,1
90,2834,1
90,2893,1
90,2937,1
90,3065,1
90,3070,1
90,3071,1
90,3097,1
90,3171,1
90,3281,1
90,3302,1
90,3308,1
90,3313,1
90,3460,1
90,3461,1
90,3466,1
90,3482,1
90,3503,1
90,3581,1
90,3621,1
90,3768,1
90,3778,1
90,3859,1
90,3889,1
90,3982,1
90,3987,1
90,4031,1
90,4069,1
90,4123,1
90,4126,1
90,4180,1
90,4351,1
90,4361,1
90,4434,1
90,4494,1
90,4520,1
90,4543,1
90,4785,1
90,5249,1
90,5257,1
90,5549,1
90,5767,1
90,5787,1
90,6504,1
90,6726,1
90,6784,1
90,7140,1
90,7248,1
90,7625,1
90,7929,1
90,8546,1
90,8552,1
90,8802,1
90,8991,1
90,8998,1
90,9427,1
90,9433,1
90,11229,1
90,11336,1
90,11768,1
90,12129,1
90,12599,1
90,12752,1
90,12918,1
90,16340,1
90,17437,1
91,631,1
91,859,1
91,1083,1
91,2026,1
91,2470,1
91,2493,1
91,3279,1
91,7076,1
92,89,1
92,1686,1
92,2498,1
94,88,1
94,429,1
95,289,1
95,329,1
95,542,1
95,686,1
96,51,1
96,68,1
96,85,1
96,99,1
96,155,1
96,215,1
96,234,1
96,332,1
96,952,1
96,959,1
96,966,1
96,982,1
96,994,1
96,999,1
96,1027,1
96,1076,1
96,1079,1
96,1854,1
96,1882,1
96,2343,1
96,2554,1
96,2562,1
96,2571,1
96,2936,1
96,5452,1
96,6065,1
97,432,1
97,755,1
97,2582,1
97,2600,1
98,318,1
98,701,1
98,2595,1
99,65,1
99,72,1
99,157,1
99,159,1
99,190,1
99,228,1
99,229,1
99,604,1
99,703,1
99,757,1
99,1104,1
99,1713,1
99,2137,1
99,2582,1
99,2605,1
100,59,1
101,8,1
101,226,1
101,227,1
101,233,1
101,234,1
101,376,1
101,377,1
101,412,1
101,470,1
101,493,1
101,498,1
101,537,1
101,540,1
101,707,1
101,754,1
101,768,1
101,779,1
101,816,1
101,830,1
101,857,1
101,982,1
101,1041,1
101,1122,1
101,1145,1
101,1180,1
101,1185,1
101,1188,1
101,1541,1
101,1672,1
101,1814,1
101,1853,1
101,1857,1
101,1868,1
101,1919,1
101,1929,1
101,2210,1
101,2214,1
101,2430,1
101,2574,1
101,2959,1
102,65,1
102,154,1
102,192,1
102,197,1
102,205,1
102,212,1
102,230,1
102,271,1
102,355,1
102,436,1
102,537,1
102,562,1
102,585,1
102,602,1
102,617,1
102,709,1
102,715,1
102,750,1
102,892,1
102,982,1
102,1239,1
102,1633,1
