userID,tagID,value
35,540,1
35,1,1
35,4,1
35,32,1
35,76,1
35,542,1
35,543,1
35,78,1
35,85,1
35,546,1
35,547,1
36,1,1
36,169,1
36,378,1
36,180,1
36,186,1
36,178,1
37,551,1
37,550,1
38,231,1
38,370,1
39,61,1
39,562,1
39,563,1
39,570,1
39,595,1
39,567,1
39,9,1
39,86,1
39,565,1
39,573,1
39,14,1
39,18,1
39,24,1
39,33,1
39,184,1
39,327,1
39,564,1
39,568,1
39,569,1
39,574,1
39,575,1
39,122,1
39,588,1
39,566,1
39,581,1
39,88,1
40,30,1
40,127,1
40,575,1
40,189,1
40,610,1
40,61,1
40,565,1
40,607,1
40,86,1
40,179,1
40,613,1
40,601,1
40,602,1
40,604,1
40,8,1
40,18,1
40,105,1
40,321,1
40,39,1
40,25,1
40,74,1
40,21,1
40,24,1
40,81,1
40,90,1
40,564,1
40,177,1
40,195,1
40,190,1
40,130,1
40,199,1
40,611,1
40,309,1
40,327,1
40,79,1
40,600,1
40,216,1
40,603,1
40,570,1
40,10,1
40,608,1
40,368,1
40,605,1
40,396,1
40,614,1
40,612,1
40,345,1
41,385,1
41,615,1
41,91,1
41,72,1
41,616,1
41,386,1
41,617,1
41,76,1
42,623,1
42,508,1
43,61,1
43,79,1
43,321,1
43,16,1
43,25,1
43,13,1
43,15,1
43,21,1
43,39,1
43,130,1
43,14,1
43,78,1
43,18,1
43,187,1
43,74,1
43,105,1
43,81,1
43,309,1
43,73,1
43,102,1
43,47,1
43,84,1
43,192,1
43,24,1
43,134,1
43,1,1
43,195,1
43,167,1
43,625,1
43,311,1
43,90,1
43,570,1
43,292,1
43,103,1
43,304,1
43,199,1
43,296,1
43,184,1
43,72,1
43,83,1
43,191,1
43,33,1
43,203,1
43,624,1
43,626,1
43,85,1
43,345,1
43,396,1
43,34,1
44,14,1
44,34,1
45,18,1
45,24,1
45,39,1
45,130,1
45,49,1
45,73,1
45,79,1
45,90,1
45,105,1
45,208,1
45,210,1
45,213,1
45,238,1
45,304,1
45,481,1
45,509,1
45,570,1
45,625,1
45,632,1
45,633,1
45,635,1
45,636,1
45,639,1
45,640,1
45,641,1
45,642,1
45,643,1
45,661,1
45,356,1
45,653,1
45,654,1
45,347,1
45,657,1
45,658,1
46,18,1
46,24,1
46,39,1
46,49,1
46,103,1
46,130,1
46,167,1
46,199,1
46,213,1
46,234,1
46,508,1
46,632,1
46,662,1
46,671,1
46,200,1
46,238,1
46,664,1
46,665,1
46,667,1
46,670,1
46,230,1
46,102,1
47,73,1
47,78,1
47,84,1
47,296,1
47,18,1
47,25,1
47,39,1
47,79,1
47,202,1
47,352,1
47,83,1
47,167,1
47,625,1
47,308,1
47,81,1
47,109,1
47,181,1
47,182,1
47,686,1
47,304,1
47,349,1
47,636,1
47,684,1
47,292,1
47,405,1
47,103,1
47,193,1
47,683,1
47,179,1
47,685,1
48,19,1
48,24,1
48,39,1
48,73,1
48,109,1
48,130,1
48,213,1
48,238,1
48,364,1
48,527,1
48,689,1
48,706,1
48,712,1
48,713,1
48,352,1
48,695,1
48,714,1
48,700,1
48,512,1
48,698,1
48,432,1
48,693,1
48,701,1
48,25,1
48,351,1
48,696,1
48,709,1
48,711,1
48,717,1
48,601,1
48,216,1
48,702,1
49,79,1
49,81,1
49,228,1
49,719,1
49,18,1
49,39,1
49,24,1
49,130,1
49,195,1
49,25,1
49,73,1
49,352,1
49,210,1
49,238,1
49,625,1
49,78,1
49,508,1
49,167,1
49,102,1
49,103,1
49,304,1
49,724,1
49,483,1
49,370,1
49,98,1
49,296,1
49,308,1
49,319,1
49,635,1
49,722,1
49,730,1
49,84,1
49,356,1
49,735,1
49,203,1
49,535,1
49,545,1
49,723,1
49,720,1
49,728,1
49,311,1
49,734,1
49,727,1
49,721,1
49,731,1
50,18,1
50,79,1
50,483,1
50,127,1
50,84,1
50,121,1
50,736,1
50,737,1
50,73,1
50,81,1
50,195,1
50,389,1
51,75,1
51,5,1
51,385,1
51,601,1
51,739,1
51,177,1
51,738,1
51,1,1
51,72,1
51,73,1
51,91,1
51,386,1
51,127,1
51,617,1
51,6,1
51,192,1
51,387,1
51,735,1
52,5,1
52,194,1
52,330,1
52,378,1
52,424,1
52,741,1
52,743,1
52,178,1
52,747,1
52,750,1
52,753,1
53,658,1
53,636,1
53,657,1
54,24,1
54,209,1
54,346,1
54,754,1
55,625,1
55,78,1
55,170,1
55,134,1
55,757,1
55,545,1
55,756,1
55,755,1
55,304,1
55,758,1
57,311,1
57,185,1
57,292,1
57,73,1
57,378,1
57,180,1
57,762,1
57,178,1
57,24,1
57,206,1
57,750,1
58,39,1
58,73,1
58,130,1
58,209,1
58,234,1
58,285,1
58,352,1
58,636,1
58,664,1
58,689,1
58,730,1
58,766,1
58,768,1
58,773,1
58,778,1
58,792,1
58,24,1
58,184,1
58,671,1
58,767,1
58,771,1
58,772,1
58,774,1
58,777,1
58,786,1
58,789,1
58,780,1
58,782,1
58,785,1
58,784,1
58,405,1
58,781,1
58,633,1
58,657,1
58,103,1
58,770,1
58,193,1
58,791,1
58,228,1
58,783,1
58,769,1
58,1,1
58,787,1
58,83,1
59,191,1
59,232,1
59,238,1
59,370,1
59,737,1
59,793,1
59,797,1
59,810,1
59,6,1
59,61,1
59,187,1
59,285,1
59,796,1
59,18,1
59,213,1
59,799,1
59,130,1
59,795,1
59,46,1
59,56,1
59,72,1
59,78,1
59,79,1
59,229,1
59,526,1
59,794,1
59,798,1
59,814,1
59,189,1
59,801,1
59,811,1
59,91,1
59,803,1
59,386,1
59,184,1
59,89,1
60,18,1
60,819,1
60,296,1
60,84,1
60,821,1
60,526,1
60,292,1
60,15,1
60,26,1
60,65,1
60,608,1
61,13,1
61,14,1
61,15,1
61,18,1
61,27,1
61,33,1
61,79,1
61,81,1
61,130,1
61,134,1
61,195,1
61,210,1
61,825,1
61,826,1
61,23,1
61,24,1
61,46,1
61,185,1
61,292,1
61,296,1
61,824,1
61,78,1
61,83,1
61,85,1
61,73,1
61,88,1
61,192,1
61,387,1
61,25,1
61,72,1
61,352,1
61,386,1
61,735,1
61,247,1
61,184,1
61,827,1
61,84,1
61,306,1
61,823,1
61,1,1
61,179,1
61,181,1
61,828,1
61,108,1
61,830,1
61,191,1
61,526,1
61,528,1
61,829,1
61,693,1
62,16,1
62,17,1
62,18,1
62,25,1
62,56,1
62,195,1
62,213,1
62,230,1
62,231,1
62,395,1
62,508,1
62,662,1
62,801,1
62,831,1
62,835,1
62,15,1
62,21,1
62,191,1
62,233,1
62,845,1
62,13,1
62,825,1
62,836,1
62,79,1
62,352,1
62,842,1
62,833,1
62,837,1
62,847,1
62,74,1
62,209,1
62,238,1
62,426,1
62,514,1
62,832,1
62,838,1
62,840,1
62,844,1
62,73,1
62,192,1
62,78,1
62,846,1
62,216,1
62,843,1
62,545,1
62,834,1
62,839,1
62,345,1
62,20,1
63,4,1
63,61,1
63,16,1
63,18,1
63,24,1
63,73,1
63,79,1
63,88,1
63,386,1
63,76,1
63,1,1
63,389,1
63,134,1
63,292,1
63,543,1
63,192,1
63,181,1
63,170,1
63,311,1
63,103,1
63,177,1
63,81,1
63,855,1
63,185,1
63,376,1
63,385,1
63,829,1
63,184,1
63,80,1
63,85,1
63,72,1
63,91,1
63,615,1
63,5,1
63,387,1
63,545,1
63,848,1
63,74,1
63,253,1
63,852,1
63,849,1
63,265,1
63,445,1
63,82,1
63,853,1
63,830,1
64,229,1
64,625,1
64,238,1
64,130,1
64,508,1
65,183,1
65,180,1
65,194,1
66,918,1
66,885,1
66,887,1
66,889,1
66,892,1
66,895,1
66,896,1
66,897,1
66,899,1
66,900,1
66,919,1
66,891,1
66,934,1
66,901,1
66,933,1
66,916,1
66,922,1
66,907,1
66,917,1
66,908,1
66,923,1
66,902,1
68,132,1
68,701,1
68,632,1
68,936,1
69,18,1
69,26,1
69,78,1
69,14,1
70,177,1
70,79,1
70,1,1
70,73,1
70,198,1
70,102,1
70,188,1
70,127,1
70,182,1
71,76,1
71,229,1
71,952,1
71,285,1
71,191,1
71,1,1
71,601,1
72,24,1
72,102,1
72,167,1
72,306,1
72,321,1
72,73,1
72,109,1
72,130,1
73,959,1
73,964,1
73,966,1
73,967,1
73,956,1
73,957,1
73,962,1
73,963,1
73,965,1
73,968,1
73,969,1
73,960,1
73,961,1
73,972,1
73,958,1
73,970,1
73,147,1
73,973,1
73,974,1
74,184,1
74,503,1
74,608,1
74,977,1
74,978,1
74,989,1
74,991,1
75,130,1
75,24,1
75,39,1
75,73,1
75,79,1
75,991,1
76,996,1
76,127,1
77,73,1
77,81,1
77,121,1
77,195,1
78,47,1
78,14,1
78,33,1
78,626,1
78,34,1
78,1001,1
78,1002,1
78,1003,1
79,73,1
79,24,1
79,39,1
79,130,1
79,167,1
79,625,1
79,508,1
79,784,1
79,102,1
79,103,1
79,83,1
79,25,1
79,72,1
79,192,1
80,194,1
80,378,1
80,83,1
80,1006,1
81,197,1
82,49,1
82,81,1
82,83,1
82,130,1
82,736,1
82,799,1
82,1016,1
82,1017,1
83,1021,1
83,1024,1
83,1029,1
83,1030,1
83,1031,1
83,1032,1
83,1035,1
83,1048,1
83,1070,1
83,1025,1
83,1044,1
83,1023,1
83,1045,1
83,1038,1
83,1028,1
83,1042,1
83,1026,1
83,1040,1
83,1046,1
83,1041,1
84,2,1
84,6,1
84,78,1
84,4,1
84,5,1
84,7,1
84,75,1
84,387,1
84,72,1
84,386,1
84,1071,1
84,170,1
84,91,1
84,84,1
84,829,1
84,617,1
84,182,1
84,615,1
84,80,1
84,848,1
84,432,1
84,194,1
84,376,1
85,79,1
85,170,1
85,352,1
85,1072,1
85,24,1
85,72,1
85,73,1
85,78,1
85,182,1
85,249,1
85,1076,1
85,80,1
85,181,1
85,625,1
85,1074,1
86,180,1
86,309,1
86,376,1
86,1079,1
87,18,1
87,24,1
87,25,1
87,39,1
87,130,1
87,167,1
87,625,1
87,73,1
87,109,1
87,102,1
87,103,1
87,304,1
87,756,1
87,1083,1
87,306,1
87,346,1
87,199,1
87,200,1
87,238,1
87,308,1
87,319,1
87,356,1
87,640,1
87,712,1
87,1080,1
88,831,1
88,229,1
89,73,1
89,79,1
89,182,1
89,109,1
90,1099,1
90,201,1
90,1100,1
90,1096,1
90,1098,1
90,1097,1
90,98,1
90,1102,1
90,226,1
90,95,1
90,1101,1
91,1104,1
91,275,1
91,1107,1
91,32,1
91,73,1
92,39,1
92,1124,1
92,73,1
92,689,1
92,140,1
92,1109,1
92,1136,1
94,37,1
95,24,1
95,304,1
95,1087,1
96,200,1
96,238,1
96,1186,1
96,500,1
96,233,1
96,285,1
96,230,1
96,1159,1
97,33,1
97,1198,1
97,762,1
97,1017,1
97,79,1
97,81,1
98,24,1
98,39,1
98,130,1
98,238,1
98,483,1
98,1204,1
98,493,1
98,850,1
98,635,1
98,72,1
98,73,1
98,1205,1
99,389,1
99,842,1
99,1209,1
99,16,1
99,18,1
99,79,1
99,207,1
99,229,1
99,234,1
99,412,1
99,713,1
99,1212,1
99,401,1
99,78,1
99,73,1
99,84,1
99,285,1
99,1210,1
99,185,1
99,213,1
99,130,1
99,187,1
99,1208,1
99,81,1
99,15,1
100,16,1
100,18,1
100,39,1
100,275,1
100,296,1
101,1,1
101,139,1
101,141,1
101,541,1
101,1219,1
101,73,1
101,79,1
101,182,1
101,72,1
101,78,1
101,543,1
101,192,1
101,195,1
101,18,1
101,61,1
101,189,1
101,170,1
101,140,1
101,169,1
101,181,1
101,81,1
101,185,1
101,178,1
101,180,1
101,376,1
101,91,1
101,386,1
101,194,1
101,378,1
101,24,1
101,109,1
101,389,1
101,2,1
101,186,1
101,793,1
101,735,1
101,130,1
101,159,1
101,184,1
101,1222,1
101,292,1
101,102,1
101,103,1
101,304,1
102,1223,1
102,134,1
102,195,1
102,210,1
102,231,1
102,712,1
102,829,1
102,1227,1
102,25,1
102,73,1
102,216,1
102,292,1
102,352,1
102,503,1
102,706,1
102,735,1
102,1084,1
102,1228,1
102,1236,1
102,78,1
102,1046,1
102,1032,1
102,181,1
102,1232,1
102,1240,1
102,1237,1
102,507,1
102,781,1
102,1085,1
102,185,1
102,1238,1
102,102,1
102,625,1
102,1041,1
102,611,1
102,850,1
102,1235,1
103,1,1
103,16,1
103,18,1
103,78,1
104,1,1
104,139,1
104,141,1
104,541,1
104,24,1
104,25,1
104,130,1
104,16,1
104,18,1
104,39,1
104,73,1
104,78,1
104,79,1
104,72,1
104,192,1
104,386,1
104,134,1
104,177,1
104,81,1
104,611,1
104,195,1
104,389,1
104,84,1
104,182,1
104,170,1
104,352,1
104,185,1
104,181,1
104,90,1
104,169,1
104,432,1
104,823,1
104,693,1
104,1249,1
104,180,1
104,194,1
104,376,1
104,1247,1
104,1250,1
104,91,1
104,178,1
104,1252,1
104,617,1
104,615,1
104,1248,1
104,292,1
104,183,1
104,608,1
104,311,1
104,1251,1
106,18,1
106,33,1
106,47,1
106,1264,1
106,1267,1
106,1268,1
106,194,1
106,1265,1
106,1272,1
106,1208,1
106,1266,1
106,626,1
106,1273,1
107,91,1
107,386,1
108,4,1
108,1279,1
108,7,1
108,1280,1
108,14,1
109,78,1
109,25,1
109,386,1
109,72,1
109,73,1
109,192,1
109,352,1
109,843,1
109,247,1
109,182,1
109,848,1
109,80,1
109,1286,1
109,1076,1
109,735,1
109,79,1
109,1284,1
109,601,1
109,829,1
109,1222,1
109,1288,1
110,1296,1
110,208,1
110,130,1
110,213,1
110,1291,1
110,1297,1
110,24,1
110,209,1
110,215,1
110,358,1
110,686,1
110,1311,1
110,1319,1
110,400,1
110,39,1
110,145,1
110,164,1
110,306,1
110,996,1
110,1316,1
110,159,1
110,184,1
110,541,1
110,799,1
110,1302,1
110,1317,1
111,18,1
111,86,1
111,67,1
111,70,1
111,81,1
111,389,1
111,195,1
111,61,1
111,14,1
111,855,1
111,33,1
111,47,1
111,192,1
111,376,1
111,87,1
111,442,1
111,170,1
111,543,1
111,1323,1
111,22,1
111,83,1
111,102,1
111,1322,1
111,32,1
111,134,1
111,292,1
112,61,1
112,309,1
112,570,1
113,73,1
114,73,1
114,75,1
114,192,1
114,387,1
114,1330,1
114,25,1
114,72,1
114,848,1
115,445,1
115,830,1
115,1339,1
115,1344,1
117,18,1
117,16,1
117,25,1
117,24,1
117,39,1
117,824,1
117,352,1
117,73,1
117,1352,1
117,1355,1
117,1353,1
117,1354,1
117,192,1
117,735,1
117,203,1
117,625,1
117,1351,1
117,79,1
117,247,1
117,90,1
117,210,1
117,1357,1
117,1356,1
117,193,1
118,1,1
118,73,1
118,78,1
118,79,1
118,177,1
118,376,1
118,385,1
118,1358,1
118,1359,1
118,1366,1
118,181,1
118,182,1
118,72,1
118,2,1
118,424,1
118,570,1
118,76,1
118,414,1
118,615,1
118,1360,1
118,7,1
118,14,1
118,387,1
118,1365,1
118,49,1
118,178,1
118,180,1
118,186,1
118,194,1
119,742,1
119,177,1
119,386,1
119,376,1
119,828,1
119,1372,1
119,1373,1
119,1,1
119,76,1
119,615,1
119,89,1
119,25,1
119,72,1
119,192,1
119,91,1
119,617,1
119,385,1
119,5,1
119,601,1
119,33,1
120,24,1
120,49,1
120,109,1
120,130,1
120,213,1
120,285,1
120,364,1
120,784,1
120,1395,1
120,231,1
120,664,1
120,665,1
120,102,1
120,103,1
120,1392,1
120,80,1
120,306,1
120,1382,1
120,78,1
120,79,1
120,134,1
120,193,1
120,208,1
120,216,1
120,234,1
120,346,1
120,370,1
120,408,1
120,686,1
120,1297,1
120,1378,1
120,1387,1
121,24,1
121,109,1
123,18,1
123,81,1
123,296,1
123,79,1
123,180,1
123,194,1
123,1430,1
123,33,1
123,83,1
123,1431,1
123,13,1
123,15,1
123,20,1
123,21,1
123,185,1
124,1,1
124,79,1
124,7,1
124,179,1
124,18,1
124,181,1
124,23,1
124,73,1
124,24,1
124,39,1
124,16,1
124,17,1
124,74,1
124,102,1
124,81,1
124,109,1
124,265,1
124,176,1
124,182,1
124,170,1
124,545,1
124,167,1
124,103,1
124,177,1
124,190,1
124,1433,1
124,169,1
124,90,1
124,5,1
124,72,1
124,21,1
124,2,1
124,197,1
124,1432,1
124,194,1
124,78,1
124,570,1
124,82,1
124,184,1
125,73,1
125,247,1
125,1434,1
125,134,1
125,192,1
125,130,1
127,76,1
127,192,1
127,25,1
127,848,1
127,1286,1
127,170,1
127,376,1
127,189,1
127,386,1
127,72,1
127,79,1
128,21,1
128,184,1
128,185,1
128,233,1
128,727,1
128,1445,1
128,1446,1
128,1462,1
128,1463,1
129,24,1
129,39,1
129,49,1
129,128,1
129,658,1
129,209,1
129,636,1
129,208,1
130,24,1
130,39,1
130,128,1
131,69,1
131,311,1
131,1468,1
131,70,1
132,24,1
132,130,1
132,611,1
133,24,1
133,25,1
133,512,1
133,39,1
133,73,1
133,1474,1
134,24,1
135,18,1
135,600,1
135,130,1
135,30,1
135,1481,1
135,90,1
135,74,1
135,575,1
135,1478,1
135,24,1
135,131,1
135,1483,1
135,321,1
135,1486,1
135,21,1
135,86,1
135,309,1
135,85,1
136,1492,1
136,1489,1
136,1491,1
136,228,1
136,839,1
136,1490,1
136,127,1
137,238,1
137,839,1
137,1494,1
137,228,1
137,134,1
137,213,1
137,285,1
137,299,1
137,346,1
137,370,1
137,406,1
137,432,1
137,693,1
137,823,1
137,955,1
137,1505,1
137,1495,1
137,200,1
137,724,1
137,1492,1
137,24,1
137,1081,1
137,1212,1
137,287,1
137,1503,1
137,30,1
137,73,1
137,169,1
137,581,1
137,208,1
139,2,1
139,177,1
139,178,1
139,180,1
139,186,1
139,386,1
139,1531,1
139,378,1
139,385,1
139,73,1
139,79,1
139,376,1
140,84,1
140,1534,1
140,78,1
140,187,1
140,73,1
140,387,1
140,213,1
140,389,1
140,1535,1
140,123,1
140,855,1
140,21,1
141,182,1
141,1539,1
142,73,1
142,16,1
142,25,1
142,79,1
142,130,1
142,179,1
142,181,1
142,275,1
142,1478,1
142,18,1
142,33,1
142,1097,1
142,1542,1
142,74,1
142,81,1
142,187,1
142,309,1
142,396,1
143,24,1
143,1549,1
143,1550,1
143,1551,1
143,1552,1
143,1553,1
143,527,1
143,545,1
143,1548,1
143,523,1
143,191,1
143,308,1
143,734,1
143,1554,1
143,530,1
143,520,1
143,73,1
144,238,1
144,358,1
144,208,1
145,24,1
145,79,1
145,128,1
145,134,1
145,185,1
145,292,1
145,306,1
145,830,1
145,1302,1
145,1354,1
145,1593,1
145,18,1
145,81,1
145,121,1
145,195,1
145,1596,1
145,73,1
146,49,1
146,193,1
146,683,1
146,791,1
146,24,1
146,39,1
147,24,1
147,176,1
147,73,1
147,182,1
147,167,1
147,39,1
147,109,1
147,200,1
147,209,1
147,234,1
147,662,1
147,1613,1
147,79,1
147,181,1
147,177,1
147,169,1
147,102,1
147,178,1
147,356,1
147,1474,1
147,259,1
147,253,1
148,67,1
148,1616,1
149,1,1
149,73,1
149,78,1
149,79,1
149,81,1
149,18,1
149,25,1
149,39,1
149,13,1
149,24,1
149,130,1
149,134,1
149,195,1
149,346,1
149,187,1
149,199,1
149,309,1
149,83,1
149,102,1
149,49,1
149,625,1
149,16,1
149,190,1
149,109,1
149,176,1
149,182,1
149,192,1
149,169,1
149,406,1
149,432,1
149,693,1
149,823,1
149,1627,1
149,167,1
149,304,1
149,611,1
149,103,1
149,238,1
149,185,1
149,177,1
149,179,1
149,181,1
149,308,1
149,15,1
149,14,1
149,319,1
149,296,1
149,345,1
149,20,1
149,1628,1
150,209,1
150,199,1
150,167,1
150,208,1
150,831,1
150,1212,1
150,1630,1
150,1087,1
150,308,1
150,1634,1
150,109,1
150,130,1
150,134,1
150,192,1
150,81,1
150,24,1
150,73,1
150,311,1
151,73,1
151,83,1
151,823,1
151,1640,1
151,1641,1
152,206,1
152,1644,1
152,1653,1
152,1660,1
152,130,1
152,508,1
152,730,1
152,737,1
152,1642,1
152,1645,1
152,1651,1
152,1654,1
152,1659,1
152,1646,1
152,1652,1
152,1655,1
152,1643,1
152,1648,1
152,1649,1
152,1650,1
152,234,1
152,1647,1
152,98,1
152,1671,1
152,78,1
152,1658,1
152,296,1
152,208,1
152,81,1
152,184,1
153,4,1
153,32,1
153,192,1
153,387,1
153,821,1
153,18,1
153,76,1
153,1680,1
153,185,1
153,1681,1
153,836,1
153,170,1
153,1538,1
153,1682,1
153,130,1
153,1373,1
153,5,1
153,1533,1
153,88,1
154,1532,1
154,4,1
154,78,1
154,386,1
154,376,1
154,89,1
154,385,1
154,1683,1
155,80,1
155,127,1
155,1727,1
155,1478,1
155,1684,1
155,33,1
155,1685,1
155,1722,1
156,16,1
156,25,1
156,74,1
156,195,1
156,75,1
156,387,1
156,735,1
156,81,1
156,84,1
156,88,1
156,134,1
157,386,1
157,75,1
157,387,1
157,72,1
157,848,1
157,1210,1
157,192,1
157,445,1
158,167,1
158,1316,1
158,511,1
158,24,1
159,1,1
159,61,1
159,73,1
159,79,1
159,18,1
159,39,1
159,130,1
159,238,1
159,309,1
159,13,1
159,14,1
159,15,1
159,21,1
159,81,1
159,134,1
159,389,1
159,105,1
159,306,1
159,625,1
159,33,1
159,231,1
159,24,1
159,85,1
159,167,1
159,308,1
159,78,1
159,56,1
159,90,1
159,195,1
159,25,1
159,74,1
159,185,1
159,640,1
159,1734,1
159,200,1
159,352,1
159,102,1
159,103,1
159,839,1
159,296,1
159,46,1
159,213,1
159,292,1
159,1735,1
159,771,1
159,512,1
159,360,1
159,179,1
159,181,1
159,188,1
161,42,1
161,61,1
